oh your brown eyes shine a sure light on the way to go and the sun tries you reeling home against your glow and we lost sight of it breath tied up in summers hold and your eyes screamed it burgh island in sepia tones  and if i was ever to leave id say before i go that youre the best woman i have ever known  oh your brown eyes shine a sure light on the way to go and the sun chides you so long and we lost sight of it breath tied up in summers hold and the world break for it burgh island in sepia tones  and if i was ever to leave ill say before i go that youre the best woman i have ever known   oh i bite my tongue that you may be the first to ruin ‘cause i heard it sung that man is a fickle child the wind blew in the one blowing  oh i bite my tongue that you may be the first to ruin ‘cause i heard it sung that man is a fickle child the wind blew in,burgh island
born cutting teeth on the curb summoning ghosts up from the concrete keep me company while i learn shadowboxing with giants that grew from our feet  i know that you dont understand cause you dont believe what you dont see when you watch me throwing punches at the devil ooh it just looks like im fighting with me  but theres a comfort in failure singing too loud in church screaming my fears into speakers til i collapse or i burst whichever comes first  i know you were trying to help but youre only making it worse tell me that i shouldnt blame myself but you cant even imagine how badly it hurts just to think sometimes how i think almost all the time  so break me down folded over your arms like an unloaded shotgun dismantled and harmless even you couldnt manage to pull the fuse from the back of my head  when you tell me you love me tell me you loved me i wanted so bad to believe it so tell me you love me tell me you loved me i wanted so bad i wanted so bad to believe you,shadowboxing
 if i told you about my favorite dream the one without you would you spit fire at me or would you burn to know every single by blow  i dont know her maybe she isnt real she didnt hold back when you were lying next to me this cant be all we are silent and in the dark   we could be making sparks but we dont ignite dont ignite we could be making sparks but we need to fight need to fight   come a little closer remember when we used to sway trembling in the covers taking it with an only grey this cant be all we are silent and in the dark   we could be making sparks but we dont ignite dont ignite we could be making sparks but we need to fight need to fight   no i never saw the walls falling on us like this now im hanging from a rope holding my hope my hope i dont need it i just want it more than anything else i cant do this alone no no   we could be making sparks but we dont ignite dont ignite we could be making sparks but we dont ignite dont ignite we could be making sparks but we need to fight need to fight,sparks
 she says wake up its no use pretending ill keep stealing breathing her birds are leaving over autumns ending one of us will die inside these arms   eyes wide open naked as we came one will spread our ashes round the yard   she says if i leave before you darling dont you waste me in the ground i lay smiling like our sleeping children one of us will die inside these arms   eyes wide open naked as we came one will spread our ashes round the yard,naked as we came
 i have no itinerary im without a guide i dont have a story ready i can hide behind  i didnt practice every line i thought id say it wouldnt come out right if i did anyway   i dont have a plan i just planned on you   i know its been quite a while since ive been on your mind but do you have room in yours like you have room in mine  i know my silence was the hardest song to hear i know my ghost ride of a heart was hard to steer   i dont have a plan i just planned on you   if you dont see me as part of your solution and the storm i bring still clouds you with confusion i will plan to go back to plans unknown  but if you make a plan to love and let me in my only promise is to not let go again i wont need a plan ill just plan on you ill just plan on you,plan on you
 shadows converging in my mind all of the love ive left behind drifting into cloudy skies get in lost behind your eyes  but now my dreams they come alive with your kisses i remember all those lonely lonely nights we got caught out in a rain   was our love a work of art before the painting fell apart what was that i heard you say its just the darkness of the day  and were we better at the start before i offered you my heart before the demons came to play within the darkness of the day  and how can i be so afraid the broken promises i made now i watch your memory fade into the darkness of the day   sinking into isolation searching for a motivation cuz love is not an occupation just a shelter from the rain  staring out my bedroom window thinking baby are you there staring out your bedroom window baby do you even care   was our love a work of art before the painting fell apart what was that i long to say its just the darkness of the day  and were we better at the start before i offered you my heart before the demons came to play within the darkness of the day  and how can i be so afraid the broken promises i made now i watch your memory fade into the darkness of the day  and how can i be so afraid broken promises we made now i watch our memory fade into the darkness of the day  its just the darkness of the day only the darkness of the day only the darkness of the day,​darkness of the day
 id be the voice that urged orpheus when her body was found hey yeah id be the choiceless hope in grief that drove him underground hey yeah id be the dreadful need in the devotee that made him turn around hey yeah and id be the immediate forgiveness in eurydice imagine being loved by me   i wont deny ive got in my mind now hey yeah all the things i would do so i try to talk refined for fear that you find out  hey yeah how im imaginin you   id be the last shred of truth in the lost myth of true love hey yeah id be the sweet feeling of release mankind now dreams of hey yeah thats found in the last witness before the wave hits marvelling at god hey yeah before he feels alone one final time and marries the sea imagine being loved by me   i wont deny ive got in my mind now hey yeah all the things i would do so i try to talk refined for fear that you find out  hey yeah how im imaginin you i wont deny ive got in my mind now hey yeah all the things we could do so i try to talk refined for fear that you find out  hey yeah how im imaginin you,talk
 ive been looking all night watching them empty hours invisible to these crowds always double vision ive been losing my mind listening to broken speech stacking up broken seats its a lonely picture   and i hear your voice as it echoes round my head always that same thing that you said   get out get out while you still can dont let the nights slip through your hands the world is wide from where you stand so get out get out while you still can ooh ooh   as im sweeping up glass i see the exit lights so green these people falling into the streets something comes together ive been here too long and if i stay theyll tie me down i know this trench wont hang around so im gone forever   and i hear your voice as it echoes round my head always that same thing that you said   so get out get out while you still can dont let the nights slip through your hands the world is wide from where you stand so get out get out while you still can ooh ooh   packing up my suitcase racing down for gun street making my tracks along the cracks in the coke seeing those headlights shining down upon my feet if you find me you will find me on the run for all the bleeding hearts pushing round the stubborn cards ive seen the green of glass ive seen the faster cars and i dont need your heavy hours i dont need your lonely bars im ejected like a bullet from a gun so take your final look at me maybe even take my hand standing on the staircase come and chase the master plan long way to get away play it like a grand slam this is no encore we have only just begun   get out get out while you still can dont let the nights slip through your hands the world is wide from where you stand so get out get out while you still can ooh ooh   ooh ooh ooh ooh,get out while you can
 show me love why am i standing here oh would you show me love before you disappear cause i was never enough to make a change but if you call this love then its a violent game   you tear me up i like it bury my soul too long ive tried to fight it i wont let you go   lay your body down by mine your love can be my crime my killer be my guide lay your sickness down by mine oh smoke and drink my wine youre poison so am i   show me love show me love so tell me why youve painted pictures in my mind now youre wasting time too bored to draw the line   you tear me up i like it bury my soul too long ive tried to fight it i wont let you go   lay your body down by mine your love can be my crime my killer be my guide lay your sickness down by mine oh smoke and drink my wine youre poison so am i   show me love lay your body down by mine your love can be my crime show me love my killer be my guide show me love lay your sickness down by mine smoke and drink my wine show me love youre poison so am i,​show me love
i wake up with the same pain every night digging a hatchet into my left side clearing my chest of something to burn ash for a decorative urn you keep in your mantelpiece; like a trophy for everything that withers eventually  call me a coward but im too scared to leave cause i want you to be the last thing i see cmon call me a coward because im too scared to leave watched you pouring lighter fluid out onto the leaves  and i wouldve loved you with the dying fire let you smother me down to the embers frostbite turning my limbs as black as cinder of funeral pyre  and i would have stayed if youd asked me to stood outside till my lips turn blue i wouldnt have blamed you for leaving me there on the porch while you drank gasoline cause its what you needed so bad  and its true its nothing that we could do,funeral pyre
 lying in a bedroom lighting up a benson face hair is growing so i cut it with a vengeance hey did i mention as she makes an entrance said i had a tendency to finish off a sentence oh well shes a local girl no makeup cause she knows me well hair tied up in elastic band with a kiss on the cheek for her onenight man its like the fast food ill regret it after and i needed money but im too shy to ask her so she buys me chips and cheese and i tell her that i love her and shes all i need i take it with a cold glass of the fruit and the barley shes still a sucker for the apple and bacardi heading to the party sitting in the car seat bep on radio it makes me feel naughty and lastly she knows me well bit of a catch to have a local girl hair tied up in elastic band with a kiss on the cheek for her onenight man   i dont wanna go alone i dont wanna go alone no i dont wanna go alone   tell her that i love her tell her that i need her tell her that shes more than a onenight stand tell her that she turns my cheeks the colour of my hair all i wanna do is be near tell her that i want her tell her that i need her tell her that shes more than a onenight stand tell her that i love her more than anyone else if you dont ill tell her myself   and weve got that love in us and were the drink killers were gonna dance all night to the floor fillers if we talk outside say hey whats new i dont really dance so ill just watch you are you taking me back tonight tell me if thats alright i dont wanna be here im not the sofa type tell me if you have a toothbrush you dont mind sharing she said i wanna take off what youre wearing       shes like the fast food ill regret it after and i needed money but im too shy to ask her but she buys me chips and cheese so i tell her that shes all i need   tell her that i tell her that i tell her that shes more than a onenight stand tell her that she turns my cheeks the colour of my hair all i wanna do is be near tell her that i tell her that i tell her that shes more than a onenight stand tell her that i love her more than anyone else if you dont ill tell her myself  ,one night
 i paid all my dues and she wanted to know that id never leave her but now im ready to go and strange as it seems shes endless to me shes just like paperwork but harder to read   patiences my enemy and lovings my friend its harder to leave with my heart on my sleeve than to stay and just pretend oh she knows me so well oh she knows me like i know myself   i made all my plans and as she has made hers she kept me in mind but i wasnt sure i searched every room for a way to escape but every time i tried to leave she keeps holding on to me for dear life and blocking my way   patiences my enemy and lovings my friend its harder to leave with my heart on my sleeve than to stay and just pretend oh she knows me so well oh she knows me like i know myself   and like the back of her hand she already understands everything wont you stay she says and she already knows how it goes and where she stands ill stay anyway cause she knows me so well oh she knows me like i know myself oh she knows me so well oh she knows me like i know myself i know myself oh she knows me like i know myself i know myself i know myself i know myself,she
 god rest ye merry gentlemen let nothing you dismay remember christ our savior was born on christmas day to save us all from satans power when we were gone astray oh tidings of comfort and joy comfort and joy oh tidings of comfort and joy   from god our heavenly father a blessed angel came; and unto certain shepherds brought tidings of the same: how that in bethlehem was born the son of god by name oh tidings of comfort and joy comfort and joy oh tidings of comfort and joy     now to the lord sing praises all you within this place sing praises and with true love and brotherhood each other now embrace brotherhood this holy tide of christmas all beauty in disgrace oh tidings of comfort and joy comfort and joy oh tidings of comfort and joy comfort and joy oh tidings of comfort and joy,god rest ye merry gentlemen 
 when is it too many times to tell you that i think of you every night i dont want to make it hard on you so i could be cruel yeah i could make you hate me would that make it easy did you think i forgot the fireworks the black eye trading blows on the fourth of july but you were right i was asking for it i always am its no good if the pain doesnt make you feel like you earned it and i probably deserved it   cause all you ever say is whats the point; is anybody there to help me now its not that i think im good i know that im evil i guess i was trying to even it out   isnt that what you want for me to be miserable like you well brother youre about to get your wish putting my fist through the plaster in the bathroom of a motel 6 i must have pictured it all a thousand times i swear to god i think im gonna die i know you were right i cant be fixed so help me   cause all you ever say is whats the point; is anybody there to help me now its not that i think im good i know that im evil i guess i was trying to even it out,even
 have you heard of a friend trying so hard to pretend oh no i gave too much felt elated by the touch   ive been dreaming of the moon and what good comes for you   caught in a wind so fast heres another for the past theyll try to take your light what they want most is a fight   ive been dreaming of the moon and what good comes for you   when the morning sings its song and the evening comes along and we kneel beside the fire now you know your desire,dreaming of the moon
watched the game on the tv saw your parents leaving saw somebody different in your seat and if we were speakin i might have no reason looking for you all day on a screen  and now it hits me like it never hit before and now it hits me like it never hit before  maybe its all the runnin that is comin back to me and im to blame i left for nothin is there something i could run with that would make u wanna stay or is there nothin  i have season tickets to seasonal sickness sadness always saves a seat for me maybe your forgiveness finally found its limit watchin from the nosebleeds aint so sweet  and now it hits me like it never hit before and now it hits me like it never hit before  maybe its all the runnin that is comin back to me and im to blame i left for nothin is there something i could run with that would make u wanna stay or is there nothin  or is there nothin or is there nothin or is there nothin or is there nothin  and now it hits me like it never hit before because i miss you like i never missed before  maybe its all the runnin that is comin back to me and im to blame i left for nothin is there something i could run with that would make u wanna stay or is there nothin  or is there nothin or is there nothin or is there nothin or is there nothin,season tickets
 i wanna be drunk when i wake up on the right side of the wrong bed and never an excuse i made up tell you the truth i hate what didnt kill me it never made me stronger at all love will scar your makeup lip sticks to me so now ill maybe lean back there im sat here wishing i was sober i know ill never hold you like i used to   but our house gets cold when you cut the heating without you to hold ill be freezing cant rely on my heart to beat it cause you take part of it every evening take words out of my mouth just from breathing replace with phrases like when you leaving me should i should i   maybe ill get drunk again ill be drunk again ill be drunk again to feel a little love   i wanna hold your heart in both hands not watch you fizzle at the bottom of a coke can and ive got no plans for the weekend so should we speak then keep it between friends though i know youll never love me like you used to there may be other people like us will see the flicker of the clipper when they light up flames just create us burns dont heal like before you dont hold me anymore   on cold days cold plays out like the bands name i know i cant heal things with a handshake you know i cant change as i began saying you cut me wide open like a landscape open bottles of beer but never champagne to applaud you with the sound that my hands make should i should i   maybe ill get drunk again ill be drunk again ill be drunk again to feel a little love   all by myself im here again all by myself you know ill never change all by myself all by myself   im just drunk again ill be drunk again ill be drunk again to feel a little love,drunk
 ive been spinning now for time couple women by my side i got sinning on my mind sipping on red wine ive been sitting here for ages ripping out the pages howd i get so faded howd i get so faded   oh no no dont leave me lonely now if you loved me howd you never learn ooh coloured crimson in my eyes one or two could free my mind   this is how it ends i feel the chemicals burn in my bloodstream fading out again i feel the chemicals burn in my bloodstream so tell me when it kicks in tell me when it kicks in   ive been looking for a lover thought id find her in a bottle god make me another one ill be feeling this tomorrow lord forgive me for the things ive done i was never meant to hurt no one i saw scars upon a broken hearted lover   oh no no dont leave me lonely now if you loved me howd you never learn ooh coloured crimson in my eyes one or two could free my mind   this is how it ends i feel the chemicals burn in my bloodstream fading out again i feel the chemicals burn in my bloodstream so tell me when it kicks in well tell me when it kicks in tell me when it kicks in   all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind calling out across the line all the voices in my mind tell me when it kicks in calling out across the line and i saw scars upon her all the voices in my mind tell me when it kicks in calling out across the line brokenhearted all the voices in my mind tell me when it kicks in calling out across the line and i saw scars upon her all the voices in my mind tell me when it kicks in calling out across the line brokenhearted all the voices in my mind tell me when it kicks in calling out across the line and i saw scars upon her all the voices in my mind tell me when it kicks in calling out across the line brokenhearted all the voices in my mind tell me when it kicks in calling out across the line and i saw scars upon her all the voices in my mind tell me when it kicks in calling out across the line brokenhearted so tell me when it kicks in and i saw scars upon her tell me when it kicks in brokenhearted tell me when it kicks in and i saw scars upon her tell me when it kicks in brokenhearted,bloodstream
 comin back from the country for the good food and lousy beer this winters so dry and the dirt road so dusty at the lightest fall of rain the bacteria bloom   you dont have to be alone to be lonesome its easy to forget the sadness comes crashin like a brick through the window and its christmas so no one can fix it   tethered to a table with that happy holiday crowd and its anchors aweigh looks like smooth sailin but the merest hint of waves could capsize you   you dont have to be alone to be lonesome its easy to forget the sadness comes crashin like a brick through the window and its christmas so no one can fix it   the desire for annihilation is as common as it is unkind and its hard to recognize the situation when youre desperately tryin to have a good time   you dont have to be alone to be lonesome its easy to forget the sadness comes crashin like a brick through the window and its christmas so no one can fix it   yeah its christmas so no one can fix it,christmas song
i guess i thought it was a little different then it really is between us between us theres a space i thought wed never have between us i guess ill make some friends sit alone at zebulon again and meet them ill meet them if i find the strength to go and talk ill meet them but they dont stand a chance at having something like i thought we did between us between us youre the only friend i ever had worth keepin and if i see someone we both know and they ask me whats up between us ill keep it like the only way i ever would between us between us,between us
 at six for some reason when i go to the app   the comedy of man starts like this: our brains are way too big for our mothers hips and so nature she devised this alternative: we emerge halfformed and hope whoever greets us on the other end is kind enough to fill us in and babies thats pretty much how its been ever since now the miracle of birth leaves a few issues to address like say that half of us are periodically iron deficient so somebodys gotta go kill something while i look after the kids id do it myself but what are you gonna to get this thing its milk he says as soon as he gets back from the hunt we can switch its hard not to fall in love with something so helpless ladies i hope we dont end up regretting this   comedy now thats what i call pure comedy just wait until the part where they start to believe theyre at the center of everything and some allpowerful being endowed this horror show with meaning   oh their religions are the best they worship themselves yet theyre totally obsessed with risen zombies celestial virgins magic tricks these unbelievable outfits and they get terribly upset when you question their sacred texts written by womanhating epileptics their languages just serve to confuse them their confusion somehow makes them more sure they build fortunes poisoning their offspring and hand out prizes when someone patents the cure where did they find these goons they elected to rule them what makes these clowns they idolize so remarkable these mammals are hellbent on fashioning new gods so they can go on being godless animals     oh comedy their illusions they have no choice but to believe their horizons that just forever recede and hows this for irony: their idea of being free is a prison of beliefs that they never ever have to leave oh comedy oh its like something that a madman would conceive the only thing that seems to make them feel alive is the struggle to survive but the only thing that they request is something to numb the pain with until theres nothing human left   just random matter suspended in the dark i hate to say it but each others all weve got,pure comedy
 i ran down the road pants down to my knees screaming please come help me that canadian shaman gave a little too much to me and im writing a novel because its never been done before first house that i saw i wrote house up on the door and told the people who lived there they had to get out cause my reality is realer than yours and theres no time in the present and theres a black dog on the bed i went to the backyard to burn my only clothes and the dog ran out and said you cant turn nothing into nothingness with me no more well im no doctor but that monkey might be right and if he is ill be walking him my whole life   i rode to malibu on a dune buggy with neil he said youre gonna have to drown me down on the beach if you ever want to write the real and i said im sorry young man what was your name again now everywhere i go in west hollywood is filled with people pretending they dont see the actress and the actress wishing that they could we could do ayahuasca baby if i wasnt holding all these drinks something bout the way violet whips her hair that makes me empty my pockets holding court on the corner burning twenties as if i was the mayor well i dont need any new friends mama but i could really use something to do so if youre up for it sometime i swear you wouldnt have to be my muse   heidegger and sartre drinking poppy tea i couldve sworn last night i passed out in my van and now these guys are pouring one for me i never leave the canyon cause im surrounded on all sides by people writing novels and living on amusement rides,im writing a novel
 did you know that you could be wrong and swear youre right some people been known to do it all their lives but you find yourself alone just like you found yourself before like i found myself in pieces on the hotel floor hard times help me see   im a good man with a good heart had a tough time got a rough start but i finally learned to let it go now im right here and im right now and im hoping knowing somehow that my shadow days are over my shadow days are over now   well im no trouble maker and i never meant her harm but it doesnt mean i didnt make it hard to carry on well it sucks to be honest honest and it hurts to be real but its nice to make some love that i can finally feel hard times let me be   im a good man with a good heart had a tough time got a rough start but i finally learned to let it go now im right here and im right now and im hoping knowing somehow that my shadow days are over my shadow days are over now  im a good man with a good heart had a tough time got a rough start but i finally learned to let it go now im right here and im right now and im hoping knowing somehow that my shadow days are over my shadow days are over now,shadow days
 songbirds in the morning had my head lost in the tall trees i knew well well i would say dreaming my dry weeds   stray light finds its way to all of us say something green it comes back sunlight on my lips let em kiss dark leaves   let the hands of the wrong prophets heal me all they should let the wine of the poison jesuses taste good and all those trees lay down if you were a bird and fell into my arms   if i wrote your song in stone if i wore your wings back home would the dreams in the backwater drown us far from harm   give this to the gray it comes back gold birds of the morning they may know know more than us giving their hymns for life   let the waves on the wrong water say what they will say while the wind and the broken branches float me away all tall trees lay down if you were the bird who fell into my arms   i could write your song in stone i could wear your wings back home would the dreams in the backwater drown us far from harm,song in stone
not once but twice walked into my life and left to find what you want  back with your man who dresses up like john lennon and sings in a beatles cover band  hes drunk youre too hell pull back and hurt you fears just like a nightmare to me  all the contis far down the line have let in abuse of all kinds feels familiar and justifies a sad urge to sabotage your own life now you think youre living it right but youre not when you blow out a good mans light  youre a liar on sale for hire but we know you work for free selfish so true feel like i dont know you and i never knew myself  i still love you and id do anything to help you feel more at ease to my own detriment in codependent affluence comfortable living in a dream,a good mans light
 jet plane headed up to the sky spread wings in the clouds getting high we aint hit a rave in a while so take me back to london yo   i do deals but i never get twanged twanged moves that aint ever been planned planned no goons that were never in gangs gangs where im from chat shit get banged what where im from chat shit let a 12 gauge rip yeah its sick how it fits in my hand hand i dont mix with the glitz and the glam glam all these stupid pricks on the gram i dont do online beef or neeky grime beef im way too gd up to beef with grime neek i bought an ap to help me time keep my shooter ride deep he moves when i speak my shooter ride ride he shoot a guy guy leave you wet like you scuba dived we were younger then and now were unified south london boys get you crucified im gone   its that time big mike and teddy are on grime i wanna try new things they just want me to sing because nobody thinks i write rhymes and now im back in the bits with my guy give me a packet of crisps with my pint i hit my friends up go straight to the pub cause i havent been home in time yes i but thats my fault  oh grossed half a billi on the divide tour oh yes i aint kidding what would i lie for oh but now im back on the track with big michael whoa he said teddy never get off your high horse and never let em take your crown ive been away for a while travelled a million miles but im heading back to london town right now   jet plane headed up to the sky to the sky spread wings in the clouds getting high woop woop we aint hit a rave in a while in a what so take me back to london bass high middle nights ceilin low ceilin low sweat brow drippin down when in rome when in rome no town does it quite like my home they dont so take me back to—   birmingham 0121 stand up you better tell them the hooligans here my team cant lose when im here outside quick twos and a beer you see me when i choose to appear just paid a few bag for my carpet blud take off your shoes when youre here yo i can turn boos into cheers tiptronic man cruise through the gears rep blues when im here its brum fam are you dumb red red wine or you want a redrum you can be forty you dont wanna war me end of story youre gunna get spun man smoke weed til my whole heads numb dont talk greaze cos i wont take none vip in my own section wild wild west with the old western its brum   old school raving back to scally and the ap packed with gally take me back to manny blacked out roll full of yack and maggy and a s3 boot full of packs of cali hit the booth man slap it snappy bap bap thats that track wrapped im happy some man are blessed some are bad and trappy gets cold up north pack your hat and trackie huh man was made to set pace young aitch i came for first place made a change to get paid fam i stayed in my lane and came with that flame day to day we on stage make my k then i skate and catch the next plane baking up when i wake rake it up get it saved its make it or break   its make it or break human man still make a mistake mad now aitch just made a mixtape told jaykae to make the next eight we bout to set pace i cant get about no more it gets bait and i dont get head no more i get face she dont want him no more she wants jay and she dont want me no more she wants aitch aye jaykae make a lot of p uh go straight there if thats where ive got to be wait stop pop my collar im a g 5 million minimum what i wanna see i aint in it for the money put that to bed tell mumsy that im on a track with ed aim this one at your head write bars with a pen on a pad when the batterys dead   jet plane headed up to the sky 0161 spread wings in the clouds getting high 0121 we aint hit a rave in a while london city so take me back to london woo bass high middle nights ceilin low sweat brow drippin down when in rome no town does it quite like my home like my home so take me back to london,take me back to london 
   a great big bang and dinosaurs fiery raining meteors it all ends unfortunately   but youre gonna live forever in me i guarantee just wait and see   parts of me were made by you and planets keep their distance too the moons got a grip on the sea   and youre gonna live forever in me i guarantee its your destiny   life is full of sweet mistakes and loves an honest one to make time leaves no fruit on the tree   but youre gonna live forever in me i guarantee its just meant to be     and when the pastor asks the pews for reasons he cant marry you ill keep my word and my seat   but youre gonna live forever in me i guarantee just wait and see  ,youre gonna live forever in me
 saw you today after so much time it felt just like it used to be talking for hours about a different life surrounded us in memories we were close never close enough where are we now if its torn we can stitch it up dont rule it out oh no no   ill come around if you ever want to be in love im not waiting but im willing if you call me up if you ever want to be in love ill come around   wanted to ask if we could have been but my tongue wouldnt break the seal you always had something effortless in school you were the biggest deal little cuts close and open up time is slipping by always thinking bout the two of us you play on my mind always playing on my mind   ill come around if you ever want to be in love im not waiting but im willing if you call me up if you ever want to be in love ill come around   we were young we were side by side dont know when we started losing touch if you want we can walk a while maybe that would be enough used to talk drink into the night i would wake up on the front room floor all alone youd be in my bed made me crazy made me want you more   ill come around if you ever want to be in love im not waiting but im willing if you call me up ill come around if you ever want to be in love im not waiting but im willing if you call me up if you ever want to be in love ill come around,if you want to be in love
 its alright to cry even my dad does sometimes so dont wipe your eyes tears remind you youre alive its alright to die cause deaths the only thing you havent tried but just for tonight hold on   so live life like youre giving up cause you act like you are go ahead and just live it up go on and tear me apart   its alright to shake even my hand does sometimes so inside well rage against the dying of the light its alright to say that deaths the only thing you havent tried but just for today hold on   so live life like youre giving up cause you act like you are go ahead and just live it up go on and tear me apart and hold on so live life like youre giving up cause you act like you are go ahead and just live it up go on and tear me apart and hold on,even my dad does sometimes
 will you say when im gone away my lover came to me and wed lay in rooms unfamiliar but until now ohohohoh until now ohohohoh until now   will you say to them when im gone i loved your son for his sturdy arms we both learned to cradle then live without ohohohoh live without ohohohoh live without   will you say when im gone away your fathers body was judgement day we both dove and rose to the riverside ohohohoh riverside ohohohoh riverside   will you say to me when im gone your face has faded but lingers on cause light strikes a deal with each coming night ohohohoh coming night ohohohoh coming night ohohohoh   coming night ohohohoh coming night ohohohoh coming night ohohohoh coming night,each coming night
 from walking home and talking loads to seeing shows in evening clothes with you from nervous touch and getting drunk to staying up and waking up with you   now were sleeping near the edge holding something we dont need all this delusion in our heads is gonna bring us to our knees   so come on let it go just let it be why dont you be you and ill be me everything thats broke leave it to the breeze why dont you be you and ill be me and ill be me   from throwing clothes across the floor to teeth and claws and slamming doors at you if this is all were living for why are we doing it doing it doing it anymore   i used to recognize myself its funny how reflections change when were becoming something else i think its time to walk away   so come on let it go just let it be why dont you be you and ill be me everything thats broke leave it to the breeze why dont you be you and ill be me and ill be me   tryna fit your hand inside of mine when we know it just dont belong cause no force on earth could make it feel right no no tryna push this problem up the hill when its just too heavy to hold i think nows the time to let it slide   so come on let it go just let it be why dont you be you and ill be me everything thats broke leave it to the breeze let the ashes fall forget about me   come on let it go just let it be why dont you be you and ill be me and ill be me ooh me you,let it go
 its only been three weeks and a bag of speed from jamie the phd she comes by the front desk to leave my transcript with her edits   cause i dont wanna leave the palace at least thats what my true love calls it last night i wrote a poem man i must have been in the poem zone im in over my head im in over my head   maybe ill get a pet learn how to take care of somebody else maybe ill name him jeff but i think it might defeat the purpose living on housekeeping and room service   but i dont wanna leave the palace lets pay someone to move in here and fix this last night i texted your iphone and said i think im ready to come home im in over my head im in over my head im way in over my head,the palace
 paper doll come try it on step out of that black chiffon heres a dress of gold and blue sure was fun being good to you   this one we made just for fall and winter runs a bit too small this mint green is new for spring my love didnt cost a thing   youre like twentytwo girls in one and none of them know what theyre running from was it just too far to fall for a little paper doll   fold a scarf moroccan red tie your hair behind your head strap into some heels that hurt you shoulda kept my undershirt   youre like twentytwo girls in one and none of them know what theyre running from was it just too far to fall for a little paper doll     cut the cord and pull some strings make yourself some angel wings and if those angel wings dont fly someones going to paint you another sky   cause youre like twentytwo girls in one and none of them know what theyre running from was it just too far to fall was it just too far to fall,paper doll
 in the early hours i left to find a way though the world is moving on im still the same fear will kill my mind at last the thought the strain no more hiding under health but i find it hard to pray   and i want you to hurt my heart like you always could and i bet it would feel better than this darkness for i can do no good for i can do no good   winter stole the light again the pools of green frightened by the sun so white a sight id never seen since im blue forever more i find it hard to cope and theres someone out to get me theres someone out to get me   but i want you to hurt my heart like you always could and i bet it would feel better than this darkness for i can do no good for i can do no good,green
mary ann do you remember the tree by the river when we were seventeen  the dark canyon wall the call and the answer and the mare in the pasture pitch black and baring its teeth  i recall the sun in our faces stuck and leaning on graces and being strangers to change  the radio and the bones we found frozen and all the thorns and the roses beneath your windowpane  now im asleep in a car i mean the world to a pottymouth girl and a pretty pair of blueeyed birds  time isnt kind or unkind you liked to say but i wonder to who and what it is youre saying today  now im asleep in a car i mean the world to a pottymouth girl and a pretty pair of blueeyed birds  time isnt kind or unkind you liked to say but i wonder to who and what it is youre saying today  mary ann do you remember the tree by the river when we were seventeen  the dark canyon road; i was coy in the half moon happy just to be with you and you were happy for me,tree by the river
 lying in my bed i hear the clock tick and think of you caught up in circles confusion is nothing new flashback warm nights almost left behind suitcases of memories time after sometimes you picture me im walking too far ahead youre calling to me i cant hear what youve said then you say go slow i fall behind the second hand unwinds   if youre lost you can look and you will find me time after time if you fall i will catch you ill be waiting time after time   after my picture fades and darkness has turned to gray watching through windows youre wondering if im ok secrets stolen from deep inside the drum beats out of time   if youre lost you can look and you will find me time after time if you fall i will catch you i will be waiting time after time if youre lost you can look and you will find me time after time if you fall i will catch you i will be waiting time after time   time after time time after time time after time time after time,time after time
 when the men take me to the devil tree i will be free and shining like before papa dont tell me what i shouldve done shes the one shes the one who begged me take me take me home   when the wind wraps me like the reapers hand i will swing free until they cut me down papa dont tell me what i couldve done shes the one shes the one who begged me take me take me home     when the sea takes me like my mothers arms i will breathe free as any word of god papa dont tell me what you wouldve done shes the one shes the one who begged me take me take me home,free until they cut me down
 im gonna pick up the pieces and build a lego house if things go wrong we can knock it down my three words have two meanings theres one thing on my mind its all for you   and its dark in a cold december but ive got you to keep me warm and if youre broken ill mend you and keep you sheltered from the storm thats raging on now   im out of touch im out of love ill pick you up when youre getting down and out of all these things ive done i think i love you better now im out of sight im out of mind ill do it all for you in time and out of all these things ive done i think i love you better now now   im gonna paint you by numbers and colour you in if things go right we can frame it and put you on a wall and its so hard to say it but ive been here before now ill surrender up my heart and swap it for yours   im out of touch im out of love ill pick you up when youre getting down and out of all these things ive done i think i love you better now im out of sight im out of mind ill do it all for you in time and out of all these things ive done i think i love you better now   dont hold me down i think the braces are breaking and its more than i can take   and its dark in a cold december but ive got you to keep me warm if youre broken ill mend you and keep you sheltered from the storm thats raging on now   im out of touch im out of love ill pick you up when youre getting down and out of all these things ive done i think i love you better now im out of sight im out of mind ill do it all for you in time and out of all these things ive done i think i love you better now   im out of touch im out of love ill pick you up when youre getting down and out of all these things ive done i will love you better now,lego house
